"","province","pt","type","category","constrained","Industry","conversion.factor"
"545","New Brunswick","NB","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",1.9474038882727
"546","New Brunswick","NB","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",3.1290363390058
"547","New Brunswick","NB","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",1.31693618117675
"548","New Brunswick","NB","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",1.86355806883337
"549","New Brunswick","NB","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",26.7146999311353
"550","New Brunswick","NB","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",42.9244633707195
"551","New Brunswick","NB","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",18.0658748400659
"552","New Brunswick","NB","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",25.5644937924444
"553","New Brunswick","NB","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",32.1468081721051
"554","New Brunswick","NB","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",42.2299906215531
"555","New Brunswick","NB","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",16.4231420783037
"556","New Brunswick","NB","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",22.7996868807011
"557","New Brunswick","NB","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",10.0358883067189
"558","New Brunswick","NB","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",13.1837495904011
"559","New Brunswick","NB","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",5.12712859892112
"560","New Brunswick","NB","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",7.11781741247431
"561","New Brunswick","NB","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",91.5594333115496
"562","New Brunswick","NB","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",120.2780067421
"563","New Brunswick","NB","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",46.7758283756879
"564","New Brunswick","NB","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",64.9372839537204
"565","New Brunswick","NB","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",8.93476378880529
"566","New Brunswick","NB","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",12.2994205023556
"567","New Brunswick","NB","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",5.23110693059064
"568","New Brunswick","NB","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",7.29595554400557
"569","New Brunswick","NB","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",3.21367349891058
"570","New Brunswick","NB","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",4.4238798758062
"571","New Brunswick","NB","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.88153487995618
"572","New Brunswick","NB","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",2.62422371035459
"573","New Brunswick","NB","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",23.2189965074741
"574","New Brunswick","NB","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",31.9628149594693
"575","New Brunswick","NB","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",13.5942098104251
"576","New Brunswick","NB","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",18.9601840965517
"577","New Brunswick","NB","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",8.1866703463911
"578","New Brunswick","NB","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",10.7947531367697
"579","New Brunswick","NB","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",4.66998338370809
"580","New Brunswick","NB","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",6.45996767395338
"581","New Brunswick","NB","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",2.69374047697412
"582","New Brunswick","NB","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",3.55190354968653
"583","New Brunswick","NB","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",1.53661045763697
"584","New Brunswick","NB","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",2.12558655313923
"585","New Brunswick","NB","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",65.4446940409125
"586","New Brunswick","NB","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",86.2938516382916
"587","New Brunswick","NB","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",37.3321046031429
"588","New Brunswick","NB","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",51.6413376926106
"589","New Brunswick","NB","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",61.4929946589407
"590","New Brunswick","NB","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",82.7336041385464
"591","New Brunswick","NB","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",22.9324010785853
"592","New Brunswick","NB","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",33.0529958682257
"593","New Brunswick","NB","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",17.2187171414978
"594","New Brunswick","NB","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",23.1663222072591
"595","New Brunswick","NB","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",6.42132538409606
"596","New Brunswick","NB","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",9.25520361612976
"597","New Brunswick","NB","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",89.664912890744
"598","New Brunswick","NB","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",120.636528589383
"599","New Brunswick","NB","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",33.4384714306313
"600","New Brunswick","NB","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",48.195636132866
"601","New Brunswick","NB","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",17.0256450140922
"602","New Brunswick","NB","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",23.3377483092794
"603","New Brunswick","NB","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",10.9931004694073
"604","New Brunswick","NB","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",15.2212806587346
"605","New Brunswick","NB","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",4.20197194077028
"606","New Brunswick","NB","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",5.75981488367592
"607","New Brunswick","NB","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",2.71312479945895
"608","New Brunswick","NB","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",3.75665028711996
"609","New Brunswick","NB","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",27.2910990440398
"610","New Brunswick","NB","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",37.4090262099463
"611","New Brunswick","NB","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",17.6212879725469
"612","New Brunswick","NB","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",24.3988100122386
"613","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Forestry and logging [BS113000]",22.112479590328
"614","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Forestry and logging [BS113000]",32.5124043028909
"615","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Forestry and logging [BS113000]",8.9562095031399
"616","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Forestry and logging [BS113000]",13.1098552948363
"617","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",11.4294071634248
"618","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",16.804877314716
"619","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Forestry and logging [BS113000]",4.62924859395209
"620","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Forestry and logging [BS113000]",6.77616788321665
"621","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",76.4838903542726
"622","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",112.455735943054
"623","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Forestry and logging [BS113]",30.9782420750167
"624","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Forestry and logging [BS113]",45.345106180187
"625","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",1.92641239673307
"626","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",3.09530777338417
"627","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Support activities for forestry [BS115300]",1.30274063865377
"628","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Support activities for forestry [BS115300]",1.84347036968113
"629","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",1.07687649506818
"630","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",1.73029627083587
"631","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",0.72824010856422
"632","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",1.03051138677827
"633","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",13.4609561883522
"634","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",21.6287033854484
"635","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",9.10300135705275
"636","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",12.8813923347284
"637","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",11.3559817391002
"638","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",14.9179041282507
"639","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",5.80153713990485
"640","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",8.05407574177494
"641","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",3.75332217356886
"642","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",4.93059091095142
"643","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",1.91749498090629
"644","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",2.66199275093253
"645","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",39.497169384649
"646","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",51.8858694698958
"647","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",20.1782902060488
"648","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",28.0128306929528
"649","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",2.74265392049106
"650","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",3.77548356709991
"651","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.60576331628021
"652","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",2.23959821988433
"653","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0.961653811744505
"654","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.3237937664517
"655","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0.563027074733471
"656","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",0.785267929299067
"657","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",17.2493957263588
"658","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",23.745179667295
"659","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",10.0991403539636
"660","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",14.085523395499
"661","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",4.22491152398006
"662","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",5.5708700847058
"663","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",2.41004777031499
"664","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",3.33380858339504
"665","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",1.45705282044953
"666","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",1.92123596511008
"667","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Other wood product manufacturing [BS321900]",0.831157500275296
"668","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Other wood product manufacturing [BS321900]",1.14973654991444
"669","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",34.9367683713735
"670","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",46.0668103158364
"671","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",19.9292411776047
"672","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",27.5680325165359
"673","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",49.3128979723268
"674","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",66.3463180219965
"675","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Pulp, paper and paperboard mills [BS322100]",18.39011355555
"676","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Pulp, paper and paperboard mills [BS322100]",26.506092636563
"677","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",19.652878469133
"678","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",26.4412796362619
"679","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Pulp, paper and paperboard mills [BS322100]",7.32908998663189
"680","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Pulp, paper and paperboard mills [BS322100]",10.5635855668081
"681","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",97.2051059348367
"682","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",130.781218238962
"683","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Pulp, paper and paperboard mills [BS3221]",36.2504133771267
"684","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Pulp, paper and paperboard mills [BS3221]",52.2485525815494
"685","Newfoundland and Labrador","NL","Indirect","Output",TRUE,"Converted paper product manufacturing [BS322200]",2.16627848899113
"686","Newfoundland and Labrador","NL","Indirect","Output",FALSE,"Converted paper product manufacturing [BS322200]",2.96940656885749
"687","Newfoundland and Labrador","NL","Induced","Output",TRUE,"Converted paper product manufacturing [BS322200]",1.39872040410125
"688","Newfoundland and Labrador","NL","Induced","Output",FALSE,"Converted paper product manufacturing [BS322200]",1.93669801282836
"689","Newfoundland and Labrador","NL","Indirect","GDP",TRUE,"Converted paper product manufacturing [BS322200]",0.554164264625638
"690","Newfoundland and Labrador","NL","Indirect","GDP",FALSE,"Converted paper product manufacturing [BS322200]",0.759615633893776
"691","Newfoundland and Labrador","NL","Induced","GDP",TRUE,"Converted paper product manufacturing [BS322200]",0.357812196397993
"692","Newfoundland and Labrador","NL","Induced","GDP",FALSE,"Converted paper product manufacturing [BS322200]",0.495434375374698
"693","Newfoundland and Labrador","NL","Indirect","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",5.66758907003494
"694","Newfoundland and Labrador","NL","Indirect","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",7.7687962557318
"695","Newfoundland and Labrador","NL","Induced","Jobs",TRUE,"Converted paper product manufacturing [BS3222]",3.65944291770675
"696","Newfoundland and Labrador","NL","Induced","Jobs",FALSE,"Converted paper product manufacturing [BS3222]",5.06694247542304
"697","Northwest Territories","NW","Indirect","Output",TRUE,"Forestry and logging [BS113000]",NA
"698","Northwest Territories","NW","Indirect","Output",FALSE,"Forestry and logging [BS113000]",NA
"699","Northwest Territories","NW","Induced","Output",TRUE,"Forestry and logging [BS113000]",NA
"700","Northwest Territories","NW","Induced","Output",FALSE,"Forestry and logging [BS113000]",NA
"701","Northwest Territories","NW","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",NA
"702","Northwest Territories","NW","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",NA
"703","Northwest Territories","NW","Induced","GDP",TRUE,"Forestry and logging [BS113000]",NA
"704","Northwest Territories","NW","Induced","GDP",FALSE,"Forestry and logging [BS113000]",NA
"705","Northwest Territories","NW","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",NA
"706","Northwest Territories","NW","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",NA
"707","Northwest Territories","NW","Induced","Jobs",TRUE,"Forestry and logging [BS113]",NA
"708","Northwest Territories","NW","Induced","Jobs",FALSE,"Forestry and logging [BS113]",NA
"709","Northwest Territories","NW","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",NA
"710","Northwest Territories","NW","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",NA
"711","Northwest Territories","NW","Induced","Output",TRUE,"Support activities for forestry [BS115300]",NA
"712","Northwest Territories","NW","Induced","Output",FALSE,"Support activities for forestry [BS115300]",NA
"713","Northwest Territories","NW","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",NA
"714","Northwest Territories","NW","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",NA
"715","Northwest Territories","NW","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",NA
"716","Northwest Territories","NW","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",NA
"717","Northwest Territories","NW","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",NA
"718","Northwest Territories","NW","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",NA
"719","Northwest Territories","NW","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",NA
"720","Northwest Territories","NW","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",NA
"721","Northwest Territories","NW","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",NA
"722","Northwest Territories","NW","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",NA
"723","Northwest Territories","NW","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",NA
"724","Northwest Territories","NW","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",NA
"725","Northwest Territories","NW","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",NA
"726","Northwest Territories","NW","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",NA
"727","Northwest Territories","NW","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",NA
"728","Northwest Territories","NW","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",NA
"729","Northwest Territories","NW","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",NA
"730","Northwest Territories","NW","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",NA
"731","Northwest Territories","NW","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",NA
"732","Northwest Territories","NW","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",NA
"733","Northwest Territories","NW","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",NA
"734","Northwest Territories","NW","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",NA
"735","Northwest Territories","NW","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",NA
"736","Northwest Territories","NW","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",NA
"737","Northwest Territories","NW","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",NA
"738","Northwest Territories","NW","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",NA
"739","Northwest Territories","NW","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",NA
"740","Northwest Territories","NW","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",NA
"741","Northwest Territories","NW","Indirect","Jobs",TRUE,"Other wood product manufacturing [BS3219]",NA
"742","Northwest Territories","NW","Indirect","Jobs",FALSE,"Other wood product manufacturing [BS3219]",NA
"743","Northwest Territories","NW","Induced","Jobs",TRUE,"Other wood product manufacturing [BS3219]",NA
"744","Northwest Territories","NW","Induced","Jobs",FALSE,"Other wood product manufacturing [BS3219]",NA
"745","Nova Scotia","NS","Indirect","Output",TRUE,"Forestry and logging [BS113000]",15.8895206836705
"746","Nova Scotia","NS","Indirect","Output",FALSE,"Forestry and logging [BS113000]",23.3626680597416
"747","Nova Scotia","NS","Induced","Output",TRUE,"Forestry and logging [BS113000]",6.43572673820237
"748","Nova Scotia","NS","Induced","Output",FALSE,"Forestry and logging [BS113000]",9.42044134020789
"749","Nova Scotia","NS","Indirect","GDP",TRUE,"Forestry and logging [BS113000]",8.25354160797884
"750","Nova Scotia","NS","Indirect","GDP",FALSE,"Forestry and logging [BS113000]",12.1353410680688
"751","Nova Scotia","NS","Induced","GDP",TRUE,"Forestry and logging [BS113000]",3.34292893214352
"752","Nova Scotia","NS","Induced","GDP",FALSE,"Forestry and logging [BS113000]",4.89328823158489
"753","Nova Scotia","NS","Indirect","Jobs",TRUE,"Forestry and logging [BS113]",93.7241960765203
"754","Nova Scotia","NS","Indirect","Jobs",FALSE,"Forestry and logging [BS113]",137.804489241274
"755","Nova Scotia","NS","Induced","Jobs",TRUE,"Forestry and logging [BS113]",37.9610767822636
"756","Nova Scotia","NS","Induced","Jobs",FALSE,"Forestry and logging [BS113]",55.5663892495115
"757","Nova Scotia","NS","Indirect","Output",TRUE,"Support activities for forestry [BS115300]",6.1920046298864
"758","Nova Scotia","NS","Indirect","Output",FALSE,"Support activities for forestry [BS115300]",9.94914697196783
"759","Nova Scotia","NS","Induced","Output",TRUE,"Support activities for forestry [BS115300]",4.18735680883548
"760","Nova Scotia","NS","Induced","Output",FALSE,"Support activities for forestry [BS115300]",5.9254067734831
"761","Nova Scotia","NS","Indirect","GDP",TRUE,"Support activities for forestry [BS115300]",3.81245201604918
"762","Nova Scotia","NS","Indirect","GDP",FALSE,"Support activities for forestry [BS115300]",6.1257456507981
"763","Nova Scotia","NS","Induced","GDP",TRUE,"Support activities for forestry [BS115300]",2.57817909739757
"764","Nova Scotia","NS","Induced","GDP",FALSE,"Support activities for forestry [BS115300]",3.64830621903
"765","Nova Scotia","NS","Indirect","Jobs",TRUE,"Support activities for forestry [BS1153]",41.6950235889543
"766","Nova Scotia","NS","Indirect","Jobs",FALSE,"Support activities for forestry [BS1153]",66.9944456572189
"767","Nova Scotia","NS","Induced","Jobs",TRUE,"Support activities for forestry [BS1153]",28.1963518045637
"768","Nova Scotia","NS","Induced","Jobs",FALSE,"Support activities for forestry [BS1153]",39.899836961049
"769","Nova Scotia","NS","Indirect","Output",TRUE,"Sawmills and wood preservation [BS321100]",27.6780935607408
"770","Nova Scotia","NS","Indirect","Output",FALSE,"Sawmills and wood preservation [BS321100]",36.3596169559005
"771","Nova Scotia","NS","Induced","Output",TRUE,"Sawmills and wood preservation [BS321100]",14.1401678378467
"772","Nova Scotia","NS","Induced","Output",FALSE,"Sawmills and wood preservation [BS321100]",19.6303117641155
"773","Nova Scotia","NS","Indirect","GDP",TRUE,"Sawmills and wood preservation [BS321100]",7.91683954003358
"774","Nova Scotia","NS","Indirect","GDP",FALSE,"Sawmills and wood preservation [BS321100]",10.4000390252761
"775","Nova Scotia","NS","Induced","GDP",TRUE,"Sawmills and wood preservation [BS321100]",4.04455023593683
"776","Nova Scotia","NS","Induced","GDP",FALSE,"Sawmills and wood preservation [BS321100]",5.61491086863631
"777","Nova Scotia","NS","Indirect","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",77.1977535234876
"778","Nova Scotia","NS","Indirect","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",101.411635949933
"779","Nova Scotia","NS","Induced","Jobs",TRUE,"Sawmills and wood preservation [BS3211]",39.4387420192542
"780","Nova Scotia","NS","Induced","Jobs",FALSE,"Sawmills and wood preservation [BS3211]",54.7514577125683
"781","Nova Scotia","NS","Indirect","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",6.06670917554266
"782","Nova Scotia","NS","Indirect","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",8.35131280235844
"783","Nova Scotia","NS","Induced","Output",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",3.55192427737394
"784","Nova Scotia","NS","Induced","Output",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",4.95395754039162
"785","Nova Scotia","NS","Indirect","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",2.12157035918363
"786","Nova Scotia","NS","Indirect","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",2.92051212429672
"787","Nova Scotia","NS","Induced","GDP",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.24213260383744
"788","Nova Scotia","NS","Induced","GDP",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS321200]",1.73243337932199
"789","Nova Scotia","NS","Indirect","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",26.7524434757393
"790","Nova Scotia","NS","Indirect","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",36.8268887181868
"791","Nova Scotia","NS","Induced","Jobs",TRUE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",15.6629649965136
"792","Nova Scotia","NS","Induced","Jobs",FALSE,"Veneer, plywood and engineered wood product manufacturing [BS3212]",21.8455286458799
"793","Nova Scotia","NS","Indirect","Output",TRUE,"Other wood product manufacturing [BS321900]",8.47508017753359
"794","Nova Scotia","NS","Indirect","Output",FALSE,"Other wood product manufacturing [BS321900]",11.1750436331097
"795","Nova Scotia","NS","Induced","Output",TRUE,"Other wood product manufacturing [BS321900]",4.83450315330248
"796","Nova Scotia","NS","Induced","Output",FALSE,"Other wood product manufacturing [BS321900]",6.68754715464569
"797","Nova Scotia","NS","Indirect","GDP",TRUE,"Other wood product manufacturing [BS321900]",2.80305035733733
"798","Nova Scotia","NS","Indirect","GDP",FALSE,"Other wood product manufacturing [BS321900]",3.69603701591933
